aallalaartarpit	aallar-LAAR=TAR<Interrogativ<du
paneqariartorpunga	panik-QAR+GIARTUR<Indikativ<jeg
paneqaannartuussavit	panik-QAR-INNAR+TUQ-U-SSA<Interrogativ<du
paneqalaarmalli	panik-QAR-LAAR<Causativ<han+LI
paneqalaarpugut	panik-QAR-LAAR<Indikativ<vi
paneqalaarpugulli	panik-QAR-LAAR<Indikativ<vi+LI
paneqalaarnini	panik-QAR-LAAR+NIQ<ental<sin<Absolut
paneqalaartarneq	panik-QAR-LAAR=TAR+NIQ<ental<Absolut
paneqalaartulerilaarmata	panik-QAR-LAAR+TUQ-LIRI-LAAR<Causativ<de
paneqarnerlutik	panik-QAR+NIR<Ledsagemåde<de_selv
paneqaqqaartununa	panik-QAR-QQAAR<Participium<de+UNA
paneqareertunga	panik-QAR-RIIR<Participium<jeg
paneqassagaluarpugununa	panik-QAR-SSA=GALUAR<Indikativ<vi+UNA
paneqassagaluartunga	panik-QAR-SSA=GALUAR<Participium<jeg
paneqassaanga	panik-QAR-SSA<Indikativ<jeg
paneqassallutilli	panik-QAR-SSA<Ledsagemåde<de_selv+LI
paneqavikkama	panik-QAR-VIP<Causativ<jeg
panissioqqaartulli	panik+SIUR-QQAAR<Participium<de+LI
piareeriarneralu	piareer-RIAR+NIQ<ental<hans<Absolut+LU
piariissaangali	piareer-SSA<Indikativ<jeg+LI
pimmanga	pi<Causativ<HanMig
pimmangali	pi<Causativ<HanMig+LI
pigakku	pi<Causativ<JegHam
pigaluarakkulu	pi+GALUAR<Causativ<JegHam+LU
pigaluarlarali	pi+GALUAR<Optativ<JegHam+LI
piartorakkulu	pi+GIARTUR<Causativ<JegHam+LU
piunnaartigit	pi+GUNNAAR<Imperativ<ViDem
piunnaarpagununa	pi+GUNNAAR<Indikativ<ViDem+UNA
piunnaarlarali	pi+GUNNAAR<Optativ<JegHam+LI
perusummanga	pi+GUSUP<Causativ<HanMig
perusukkakku	pi+GUSUP<Causativ<JegHam
perusukkakkulu	pi+GUSUP<Causativ<JegHam+LU
perusukkakkuuna	pi+GUSUP<Causativ<JegHam+UNA
perusutsigilli	pi+GUSUP<Imperativ<ViDem+LI
perusuppakkaana	pi+GUSUP<Indikativ<JegDem+UNA
perusuppiuk	pi+GUSUP<Interrogativ<DuHam
perusullugu	pi+GUSUP<Ledsagemåde<ham
perusullara	pi+GUSUP<Optativ<JegHam
pitigillu	pi<Imperativ<ViDem+LU
pivagullu	pi<Indikativ<ViDem+LU
piinnarakku	pi-INNAR<Causativ<JegHam
piinnarpaali	pi-INNAR<Indikativ<HanDem+LI
piinnarpaa	pi-INNAR<Indikativ<HanHam
piviuk	pi<Interrogativ<DuHam
pilaarpiuk	pi-LAAR<Interrogativ<DuHam
pilaarlara	pi-LAAR<Optativ<JegHam
pilaartartigillu	pi-LAAR=TAR<Imperativ<ViDem+LU
pilaartarpaanga	pi-LAAR=TAR<Indikativ<HanMig
pilerpiuk	pi-LIR<Interrogativ<DuHam
pilerlaralu	pi-LIR<Optativ<JegHam+LU
pilluartigillu	pi+LUAR<Imperativ<ViDem+LU
pilluarlara	pi+LUAR<Optativ<JegHam
pingasuniippallaanngillalli	pingasut<Talord<Lokalis+IP+VALLAAR=NNGIT<Indikativ<de+LI
piniarakkuuna	pi+NIAR<Causativ<JegHam+UNA
piniartigilli	pi+NIAR<Imperativ<ViDem+LI
piniarpassi	pi+NIAR<Indikativ<JegJer
piniarnagilli	pi+NIAR=NNGIT<Ledsagemåde<dem+LI
pinikuugakku	pi+NIKUU<Causativ<JegHam
pinikuutigilli	pi+NIKUU<Imperativ<ViDem+LI
pineqarpoq	pi+NIQAR<Indikativ<han
pineqarpit	pi+NIQAR<Interrogativ<du
pineqarninilu	pi+NIQAR+NIQ<ental<sin<Absolut+LU
pinerlara	pi+NIR<Optativ<JegHam
pinerullugit	pi+NIRU<Ledsagemåde<dem
pinngiliuk	pi-NNGIT<Interrogativ<DuHam
pinaginuna	pi-NNGIT<Ledsagemåde<dem+UNA
pinaguuna	pi-NNGIT<Ledsagemåde<ham+UNA
peqqaarmanga	pi-QQAAR<Causativ<HanMig
peqqaarakku	pi-QQAAR<Causativ<JegHam
peqqaartigillu	pi-QQAAR<Imperativ<ViDem+LU
peqqaartiginuna	pi-QQAAR<Imperativ<ViDem+UNA
peqqaarpagut	pi-QQAAR<Indikativ<ViDem
peqqaarpiuk	pi-QQAAR<Interrogativ<DuHam
peqqaarlugu	pi-QQAAR<Ledsagemåde<ham
peqqaarlara	pi-QQAAR<Optativ<JegHam
peqqaarlaraana	pi-QQAAR<Optativ<JegHam+UNA
peqqugakku	pi-QQU<Causativ<JegHam
peqqutigillu	pi-QQU<Imperativ<ViDem+LU
peqqutiginuna	pi-QQU<Imperativ<ViDem+UNA
peqquaalli	pi-QQU<Indikativ<DeHam+LI
peqquaannga	pi-QQU<Indikativ<DeMig
peqquaajuna	pi-QQU<Indikativ<HanHam+UNA
peqquakka	pi-QQU<Indikativ<JegDem
peqquassili	pi-QQU<Indikativ<JegJer+LI
periarmanga	pi-RIAR<Causativ<HanMig
periartigit	pi-RIAR<Imperativ<ViDem
periartigillu	pi-RIAR<Imperativ<ViDem+LU
periarpai	pi-RIAR<Indikativ<HanDem
periarpiuk	pi-RIAR<Interrogativ<DuHam
periarlugilli	pi-RIAR<Ledsagemåde<dem+LI
periarlugu	pi-RIAR<Ledsagemåde<ham
periarlara	pi-RIAR<Optativ<JegHam
periarlarali	pi-RIAR<Optativ<JegHam+LI
periarlaralu	pi-RIAR<Optativ<JegHam+LU
pereermangali	pi-RIIR<Causativ<HanMig+LI
pereerakku	pi-RIIR<Causativ<JegHam
pereertigit	pi-RIIR<Imperativ<ViDem
pereertigilli	pi-RIIR<Imperativ<ViDem+LI
pereertiginuna	pi-RIIR<Imperativ<ViDem+UNA
pereerpaa	pi-RIIR<Indikativ<HanHam
pereerpaanga	pi-RIIR<Indikativ<HanMig
pereerpaangalu	pi-RIIR<Indikativ<HanMig+LU
pereerpakkali	pi-RIIR<Indikativ<JegDem+LI
pereerpassi	pi-RIIR<Indikativ<JegJer
pereerpiuk	pi-RIIR<Interrogativ<DuHam
pereerlugu	pi-RIIR<Ledsagemåde<ham
pereerlara	pi-RIIR<Optativ<JegHam
pereerlarali	pi-RIIR<Optativ<JegHam+LI
pisimatiginuna	pi+SIMA<Imperativ<ViDem+UNA
pisimasartigit	pi+SIMA=TAR<Imperativ<ViDem
pisimasartigilli	pi+SIMA=TAR<Imperativ<ViDem+LI
pisimasarpiuk	pi+SIMA=TAR<Interrogativ<DuHam
pisinnaaviuk	pi+SINNAA<Interrogativ<DuHam
pisinnaalara	pi+SINNAA<Optativ<JegHam
pissagaluartigilli	pi-SSA=GALUAR<Imperativ<ViDem+LI
pissagaluarpat	pi-SSA=GALUAR<Indikativ<DuHam
pissagaluarlara	pi-SSA=GALUAR<Optativ<JegHam
pissallugu	pi-SSA<Ledsagemåde<ham
pissummi	pissut<ental<Lokalis
pissummeeqqaartorli	pissut<ental<Lokalis+IP-QQAAR+TUQ+LI
pissutitaassagatta	pissut+TAAR-SSA<Causativ<vi
pisaraluartigilli	pi+TAR=GALUAR<Imperativ<ViDem+LI
pisaraluarpassi	pi+TAR=GALUAR<Indikativ<JegJer
pisaraluarpassilu	pi+TAR=GALUAR<Indikativ<JegJer+LU
Pituffik	Pituffik<Absolut
Pituffilli	Pituffik<Absolut+LI
Pituffillu	Pituffik<Absolut+LU
Pituffinguna	Pituffik<Absolut+UNA
Pituffimmik	Pituffik<Instrumentalis
Pituffimmillu	Pituffik<Instrumentalis+LU
Pituffimminguna	Pituffik<Instrumentalis+UNA
Pituffimmi	Pituffik<Lokalis
Pituffimmeeqqaarneq	Pituffik<Lokalis+IP-QQAAR+NIQ
Pituffimmeeqqaartorli	Pituffik<Lokalis+IP-QQAAR+TUQ+LI
Pituffimmeeqquaannga	Pituffik<Lokalis+IP-QQU<Indikativ<DeMig
Pituffimmeereerlutik	Pituffik<Lokalis+IP-RIIR<Ledsagemåde<de_selv
Pituffimmeereerlutilli	Pituffik<Lokalis+IP-RIIR<Ledsagemåde<de_selv+LI
Pituffimmeereertununa	Pituffik<Lokalis+IP-RIIR<Participium<de+UNA
Pituffimmeereertoq	Pituffik<Lokalis+IP-RIIR+TUQ
Pituffimmiunngoreertunga	Pituffik+MIU-NNGUR-RIIR<Participium<jeg
Pituffimmioqarpoq	Pituffik+MIU-QAR<Indikativ<han
Pituffimmioqarnerli	Pituffik+MIU-QAR+NIQ+LI
Pituffimmioqartorli	Pituffik+MIU-QAR<Participium<han+LI
Pituffimmioqartoq	Pituffik+MIU-QAR+TUQ
Pituffimmioorusuttoriittut	Pituffik+MIU-U+GUSUP+TUQ+GIIT<flertal<Aequalis
Pituffimmiooriarniniuna	Pituffik+MIU-U-RIAR+NIQ<ental<sin<Absolut+UNA
Pituffimmiooreertooqquiuk	Pituffik+MIU-U-RIIR+TUQ-U-QQU<Interrogativ<DuHam
Pituffimmut	Pituffik<Terminalis
Pituffimmukaleratta	Pituffik<Terminalis-KAR-LIR<Causativ<vi
Pituffimmukalerpunga	Pituffik<Terminalis-KAR-LIR<Indikativ<jeg
Pituffimmukalertunga	Pituffik<Terminalis-KAR-LIR<Participium<jeg
Pituffimmukaqqulara	Pituffik<Terminalis-KAR-QQU<Optativ<JegHam
Pituffimmukassallutik	Pituffik<Terminalis-KAR-SSA<Ledsagemåde<de_selv
Pituffimmulli	Pituffik<Terminalis+LI
Pituffimmullu	Pituffik<Terminalis+LU
Pituffimmununa	Pituffik<Terminalis+UNA
Pituffikkut	Pituffik<Vialis
Pituffikkulli	Pituffik<Vialis+LI
Pituffikkullu	Pituffik<Vialis+LU
Pituffikkununa	Pituffik<Vialis+UNA
pivallaarpiuk	pi+VALLAAR<Interrogativ<DuHam
pivallaarlugit	pi+VALLAAR<Ledsagemåde<dem
pivallaanngilakkalu	pi+VALLAAR=NNGIT<Indikativ<JegDem+LU
pivallaannginaguuna	pi+VALLAAR=NNGIT<Ledsagemåde<ham+UNA
pivimmangali	pi-VIP<Causativ<HanMig+LI
pivitsigillu	pi-VIP<Imperativ<ViDem+LU
qaammallu	qaammat<ental<Absolut+LU
qaammanuna	qaammat<ental<Absolut+UNA
qaammammik	qaammat<ental<Instrumentalis
qaammamminguna	qaammat<ental<Instrumentalis+UNA
qaammammi	qaammat<ental<Lokalis
qaammammeeqqutigilli	qaammat<ental<Lokalis+IP-QQU<Imperativ<ViDem+LI
qaammammukaleramali	qaammat<ental<Terminalis-KAR-LIR<Causativ<jeg+LI
qaammammukassaagulli	qaammat<ental<Terminalis-KAR-SSA<Indikativ<vi+LI
qaammatitaanngilagullu	qaammat+TAAR-NNGIT<Indikativ<vi+LU
qaangiummallu	qaangiup<Causativ<han+LU
qaangiutilaartarpugulli	qaangiup-LAAR=TAR<Indikativ<vi+LI
qaangiullutinguna	qaangiup<Ledsagemåde<de_selv+UNA
qaangiulluartunga	qaangiup+LUAR<Participium<jeg
qaangiunnianngilagulli	qaangiup+NIAR=NNGIT<Indikativ<vi+LI
qaangiuttaraluarniniuna	qaangiup+TAR=GALUAR+NIQ<ental<sin<Absolut+UNA
qaangiuppallaanngitsoqalaartartussalereqqaarpulli	qaangiup+VALLAAR=NNGIT+TUQ-QAR-LAAR=TAR+TUQ-SSAQ-LIRI-QQAAR<Indikativ<de+LI
qaangiuppallaanngitsoorusukkattalu	qaangiup+VALLAAR=NNGIT+TUQ-U+GUSUP<Causativ<vi+LU
qallunaaq	qallunaaq<ental<Absolut
qallunaaneereernerlu	qallunaaq<flertal<Lokalis+IP-RIIR+NIQ+LU
qallunaariittulli	qallunaaq+GIIT<flertal<Aequalis+LI
qallunaariinngunngitsorivippiuk	qallunaaq+GIIT-NNGUR-NNGIT+TUQ+GӘ-VIP<Interrogativ<DuHam
qallunaaralugilli	qallunaaq+GӘ<Ledsagemåde<dem+LI
qallunaariniarlugulu	qallunaaq+GӘ+NIAR<Ledsagemåde<ham+LU
qallunaannakka	qallunaaq-INNAQ<flertal<min<Absolut
qallunaakkut	qallunaaq-KKUT<flertal<Absolut
qallunaallit	qallunaaq-LIK<flertal<Relativ
qallunaanngoorusuttunnguinnarput	qallunaaq-NNGUAQ-U+GUSUP+TUQ-NNGUR-INNAR<Indikativ<de
qallunaanngulerpoq	qallunaaq-NNGUR-LIR<Indikativ<han
qallunaarpassuit	qallunaaq+PASSUAQ<flertal<Absolut
qallunaarpassuili	qallunaaq+PASSUAQ<flertal<hans<Absolut+LI
qallunaarpassuakka	qallunaaq+PASSUAQ<flertal<min<Absolut
qallunaassama	qallunaaq-SSAQ<ental<min>Relativ
qallunaartaaqqutigillu	qallunaaq+TAAR-QQU<Imperativ<ViDem+LU
qallunaajullutillu	qallunaaq-U<Ledsagemåde<de_selv+LU
qangali	qangali<Partikel
qangalili	qangali<Partikel+LI
qangalu	qanga<Partikel+LU
qangaana	qanga<Partikel+UNA
Qaqortoq	Qaqortoq<Absolut
Qaqortorli	Qaqortoq<Absolut+LI
Qaqortorlu	Qaqortoq<Absolut+LU
Qaqortoruna	Qaqortoq<Absolut+UNA
Qaqortumik	Qaqortoq<Instrumentalis
Qaqortumi	Qaqortoq<Lokalis
Qaqortumeeqqaarmalli	Qaqortoq<Lokalis+IP-QQAAR<Causativ<han+LI
Qaqortumeeqqaarpugullu	Qaqortoq<Lokalis+IP-QQAAR<Indikativ<vi+LU
Qaqortumeeqqutigilli	Qaqortoq<Lokalis+IP-QQU<Imperativ<ViDem+LI
Qaqortumeereerpit	Qaqortoq<Lokalis+IP-RIIR<Interrogativ<du
Qaqortumiissagaluartoqanngilarlu	Qaqortoq<Lokalis+IP-SSA=GALUAR+TUQ-QAR-NNGIT<Indikativ<han+LU
Qaqortumili	Qaqortoq<Lokalis+LI
Qaqortormiumi	Qaqortoq+MIU<ental<Lokalis
Qaqortormiuninguna	Qaqortoq+MIU<flertal<Instrumentalis+UNA
Qaqortormiulerivit	Qaqortoq+MIU-LIRI<Interrogativ<du
Qaqortormiunngoqquiuk	Qaqortoq+MIU-NNGUR-QQU<Interrogativ<DuHam
Qaqortormiunngussagaluarnermulli	Qaqortoq+MIU-NNGUR-SSA=GALUAR+NIQ<ental<Terminalis+LI
Qaqortormioorusuppoq	Qaqortoq+MIU-U+GUSUP<Indikativ<han
Qaqortormiooqqaarporli	Qaqortoq+MIU-U-QQAAR<Indikativ<han+LI
Qaqortormiooqqaartulereqqutiginuna	Qaqortoq+MIU-U-QQAAR+TUQ-LIRI-QQU<Imperativ<ViDem+UNA
Qaqortumut	Qaqortoq<Terminalis
Qaqortumukarama	Qaqortoq<Terminalis-KAR<Causativ<jeg
Qaqortumukalaartarneq	Qaqortoq<Terminalis-KAR-LAAR=TAR+NIQ
Qaqortumukanngimmalli	Qaqortoq<Terminalis-KAR-NNGIT<Causativ<han+LI
Qaqortumukaqqaartulli	Qaqortoq<Terminalis-KAR-QQAAR<Participium<de+LI
Qaqortumukaqquaanga	Qaqortoq<Terminalis-KAR-QQU<Indikativ<HanMig
Qaqortumukariartoq	Qaqortoq<Terminalis-KAR-RIAR+TUQ
Qaqortumukarsinnaavunga	Qaqortoq<Terminalis-KAR+SINNAA<Indikativ<jeg
Qaqortumukavinneq	Qaqortoq<Terminalis-KAR-VIP+NIQ
Qaqortumullu	Qaqortoq<Terminalis+LU
Qaqortumununa	Qaqortoq<Terminalis+UNA
Qaqortukkut	Qaqortoq<Vialis
Qaqortukkulli	Qaqortoq<Vialis+LI
Qaqortukkullu	Qaqortoq<Vialis+LU
Qaqortukkununa	Qaqortoq<Vialis+UNA
qarasaasiaq	qarasaasiaq<ental<Absolut
qarasaasiakka	qarasaasiaq<flertal<min<Absolut
qarasaasiama	qarasaasiaq<flertal<min>Relativ
qarasaasiariittullu	qarasaasiaq+GIIT<flertal<Aequalis+LU
qarasaasiarartorpiuk	qarasaasiaq+GӘ+GIARTUR<Interrogativ<DuHam
qarasaasiariunnaartigit	qarasaasiaq+GӘ+GUNNAAR<Imperativ<ViDem
qarasaasiarerusukkakku	qarasaasiaq+GӘ+GUSUP<Causativ<JegHam
qarasaasiareriarmangali	qarasaasiaq+GӘ-RIAR<Causativ<HanMig+LI
qarasaasiaannannguinnartungalu	qarasaasiaq-INNAQ-NNGUR-INNAR<Participium<jeg+LU
qarasaasiaannanngulerlutinguna	qarasaasiaq-INNAQ-NNGUR-LIR<Ledsagemåde<de_selv+UNA
qarasaasiaannarsiuinnarmata	qarasaasiaq-INNAQ+SIUR-INNAR<Causativ<de
qarasaasiakkut	qarasaasiaq-KKUT<flertal<Absolut
qarasaasiakkunni	qarasaasiaq-KKUT<flertal<Lokalis
qarasaasialererusukkatta	qarasaasiaq-LIRI+GUSUP<Causativ<vi
qarasaasiarmiuusimagattaana	qarasaasiaq+MIU-U+SIMA<Causativ<vi+UNA
qarasaasiarpassui	qarasaasiaq+PASSUAQ<flertal<hans<Absolut
qarasaasiaqaraluarnini	qarasaasiaq-QAR+GALUAR+NIQ<ental<sin<Absolut
qarasaasiarsiulaartarninilu	qarasaasiaq+SIUR-LAAR=TAR+NIQ<ental<sin<Absolut+LU
qarasaasiartaaqqaartooriartunngoriarnera	qarasaasiaq+TAAR-QQAAR+TUQ-U-RIAR+TUQ-NNGUR-RIAR+NIQ<ental<hans<Absolut
qarasaasiartaaqqummangaana	qarasaasiaq+TAAR-QQU<Causativ<HanMig+UNA
qarasaasiartaareerlutillu	qarasaasiaq+TAAR-RIIR<Ledsagemåde<de_selv+LU
qarasaasiaanertormiunngulaartungali	qarasaasiaq-U+NIR+TUQ+MIU-NNGUR-LAAR<Participium<jeg+LI
qarasaasiaasunga	qarasaasiaq-U<Participium<jeg
Qasigiannguit	Qasigiannguit<Absolut
Qasigiannguilli	Qasigiannguit<Absolut+LI
Qasigiannguillu	Qasigiannguit<Absolut+LU
Qasigiannguinuna	Qasigiannguit<Absolut+UNA
Qasigiannguanik	Qasigiannguit<Instrumentalis
Qasigiannguanilli	Qasigiannguit<Instrumentalis+LI
Qasigiannguanillu	Qasigiannguit<Instrumentalis+LU
Qasigiannguani	Qasigiannguit<Lokalis
Qasigiannguaniinniartut	Qasigiannguit<Lokalis+IP+NIAR<Participium<de
Qasigiannguaneeqqaarneq	Qasigiannguit<Lokalis+IP-QQAAR+NIQ
Qasigiannguaneeqqullugulu	Qasigiannguit<Lokalis+IP-QQU<Ledsagemåde<ham+LU
Qasigiannguaneeriarmata	Qasigiannguit<Lokalis+IP-RIAR<Causativ<de
Qasigiannguaneereermallu	Qasigiannguit<Lokalis+IP-RIIR<Causativ<han+LU
Qasigiannguaneereerpit	Qasigiannguit<Lokalis+IP-RIIR<Interrogativ<du
Qasigiannguaneereerlutillu	Qasigiannguit<Lokalis+IP-RIIR<Ledsagemåde<de_selv+LU
Qasigiannguaniuna	Qasigiannguit<Lokalis+UNA
Qasigiannguarmiunili	Qasigiannguit+MIU<flertal<Lokalis+LI
Qasigiannguarmiulereriarneq	Qasigiannguit+MIU-LIRI-RIAR+NIQ<ental<Absolut
Qasigiannguarmiunngulerpugununa	Qasigiannguit+MIU-NNGUR-LIR<Indikativ<vi+UNA
Qasigiannguarmiunngunngitsununa	Qasigiannguit+MIU-NNGUR-NNGIT<Participium<de+UNA
Qasigiannguarmiunngoriarama	Qasigiannguit+MIU-NNGUR-RIAR<Causativ<jeg
Qasigiannguarmiunngoriarnerni	Qasigiannguit+MIU-NNGUR-RIAR+NIQ<flertal<Lokalis
Qasigiannguarmioqarpoq	Qasigiannguit+MIU-QAR<Indikativ<han
Qasigiannguarmioqarnerli	Qasigiannguit+MIU-QAR+NIQ+LI
Qasigiannguarmioqartorli	Qasigiannguit+MIU-QAR<Participium<han+LI
Qasigiannguarmioqartorli	Qasigiannguit+MIU-QAR+TUQ+LI
Qasigiannguarmioorusuppulli	Qasigiannguit+MIU-U+GUSUP<Indikativ<de+LI
Qasigiannguarmiooqqaarnerit	Qasigiannguit+MIU-U-QQAAR+NIQ<flertal<Relativ
Qasigiannguarmiooqqutigit	Qasigiannguit+MIU-U-QQU<Imperativ<ViDem
Qasigiannguarmiuusooreertoqariarneq	Qasigiannguit+MIU-U+TUQ-U-RIIR+TUQ-QAR-RIAR+NIQ<ental<Absolut
Qasigiannguanut	Qasigiannguit<Terminalis
Qasigiannguanukaannartungali	Qasigiannguit<Terminalis-KAR-INNAR<Participium<jeg+LI
Qasigiannguanulli	Qasigiannguit<Terminalis+LI
Qasigiannguanununa	Qasigiannguit<Terminalis+UNA
qatanngulli	qatanngut<ental<Absolut+LI
qatanngullu	qatanngut<ental<Absolut+LU
qatanngununa	qatanngut<ental<Absolut+UNA
qatanngummik	qatanngut<ental<Instrumentalis
qatanngumminguna	qatanngut<ental<Instrumentalis+UNA
qatanngummukalaarpoq	qatanngut<ental<Terminalis-KAR-LAAR<Indikativ<han
qatanngutaannarsiorsimavit	qatanngut-INNAQ+SIUR+SIMA<Interrogativ<du
qatanngutilereqqutigillu	qatanngut-LIRI-QQU<Imperativ<ViDem+LU
qatannguteqalertoqassagaluartungali	qatanngut-QAR-LIR+TUQ-QAR-SSA=GALUAR<Participium<jeg+LI
qatanngutissaqaannartunga	qatanngut-SSAQ-QAR-INNAR<Participium<jeg
Qeqertarsuaq	Qeqertarsuaq<Absolut
Qeqertarsuarli	Qeqertarsuaq<Absolut+LI
Qeqertarsuarlu	Qeqertarsuaq<Absolut+LU
Qeqertarsuaruna	Qeqertarsuaq<Absolut+UNA
Qeqertarsuarmik	Qeqertarsuaq<Instrumentalis
Qeqertarsuarmillu	Qeqertarsuaq<Instrumentalis+LU
Qeqertarsuarminguna	Qeqertarsuaq<Instrumentalis+UNA
Qeqertarsuarmi	Qeqertarsuaq<Lokalis
Qeqertarsuarmeeqquiuk	Qeqertarsuaq<Lokalis+IP-QQU<Interrogativ<DuHam
Qeqertarsuarmeeqqulara	Qeqertarsuaq<Lokalis+IP-QQU<Optativ<JegHam
Qeqertarsuarmeereerama	Qeqertarsuaq<Lokalis+IP-RIIR<Causativ<jeg
Qeqertarsuarmeereerpit	Qeqertarsuaq<Lokalis+IP-RIIR<Interrogativ<du
Qeqertarsuarmeereerneq	Qeqertarsuaq<Lokalis+IP-RIIR+NIQ
Qeqertarsuarmeereernerlu	Qeqertarsuaq<Lokalis+IP-RIIR+NIQ+LU
Qeqertarsuarmili	Qeqertarsuaq<Lokalis+LI
Qeqertarsuarmilu	Qeqertarsuaq<Lokalis+LU
Qeqertarsuarmiumukalaartarlutik	Qeqertarsuaq+MIU<ental<Terminalis-KAR-LAAR=TAR<Ledsagemåde<de_selv
Qeqertarsuarmiunili	Qeqertarsuaq+MIU<flertal<Lokalis+LI
Qeqertarsuarmiulerimmat	Qeqertarsuaq+MIU-LIRI<Causativ<han
Qeqertarsuarmiulerereertukkui	Qeqertarsuaq+MIU-LIRI-RIIR+TUQ-KKUT<flertal<hans<Absolut
Qeqertarsuarmioqarpoq	Qeqertarsuaq+MIU-QAR<Indikativ<han
Qeqertarsuarmioqarneq	Qeqertarsuaq+MIU-QAR+NIQ
Qeqertarsuarmioqartoq	Qeqertarsuaq+MIU-QAR<Participium<han
Qeqertarsuarmiooreermatali	Qeqertarsuaq+MIU-U-RIIR<Causativ<de+LI
Qeqertarsuarmiooreertoq	Qeqertarsuaq+MIU-U-RIIR+TUQ<ental<Absolut
Qeqertarsuarmut	Qeqertarsuaq<Terminalis
Qeqertarsuarmukaraluarlutik	Qeqertarsuaq<Terminalis-KAR+GALUAR<Ledsagemåde<de_selv
Qeqertarsuarmukalaartoqanngilaq	Qeqertarsuaq<Terminalis-KAR-LAAR+TUQ-QAR-NNGIT<Indikativ<han
Qeqertarsuarmukalermatali	Qeqertarsuaq<Terminalis-KAR-LIR<Causativ<de+LI
Qeqertarsuarmukalertoruna	Qeqertarsuaq<Terminalis-KAR-LIR+TUQ+UNA
Qeqertarsuarmukaqqugakku	Qeqertarsuaq<Terminalis-KAR-QQU<Causativ<JegHam
Qeqertarsuarmukaqqullugu	Qeqertarsuaq<Terminalis-KAR-QQU<Ledsagemåde<ham
Qeqertarsuarmukariarlutinguna	Qeqertarsuaq<Terminalis-KAR-RIAR<Ledsagemåde<de_selv+UNA
Qeqertarsuarmukariartoqanngilaq	Qeqertarsuaq<Terminalis-KAR-RIAR+TUQ-QAR-NNGIT<Indikativ<han
Qeqertarsuarmukavikkatta	Qeqertarsuaq<Terminalis-KAR-VIP<Causativ<vi
Qeqertarsuarmulli	Qeqertarsuaq<Terminalis+LI
Qeqertarsuarmununa	Qeqertarsuaq<Terminalis+UNA
Qeqertarsuakkut	Qeqertarsuaq<Vialis
Qeqertarsuakkulli	Qeqertarsuaq<Vialis+LI
Qeqertarsuakkullu	Qeqertarsuaq<Vialis+LU
Qeqertarsuakkununa	Qeqertarsuaq<Vialis+UNA
qimammanga	qimap<Causativ<HanMig
qimammangali	qimap<Causativ<HanMig+LI
qimammangaana	qimap<Causativ<HanMig+UNA
qimakkakku	qimap<Causativ<JegHam
qimakkiartorlarali	qimap+GIARTUR<Optativ<JegHam+LI
qimakkunnaarpiuk	qimap+GUNNAAR<Interrogativ<DuHam
qimakkunnaarluguli	qimap+GUNNAAR<Ledsagemåde<ham+LI
qimatsigit	qimap<Imperativ<ViDem
qimatsigilli	qimap<Imperativ<ViDem+LI
qimatsigillu	qimap<Imperativ<ViDem+LU
qimappaat	qimap<Indikativ<DeHam
qimappiuk	qimap<Interrogativ<DuHam
qimalaarlugu	qimap-LAAR<Ledsagemåde<ham
qimalaartarluguli	qimap-LAAR=TAR<Ledsagemåde<ham+LI
qimalluguli	qimap<Ledsagemåde<ham+LI
qimalerpiuk	qimap-LIR<Interrogativ<DuHam
qimannerluginuna	qimap+NIR<Ledsagemåde<dem+UNA
qimanngilaalli	qimap-NNGIT<Indikativ<DeHam+LI
qimanngiliuk	qimap-NNGIT<Interrogativ<DuHam
qimannagu	qimap-NNGIT<Ledsagemåde<ham
qimallara	qimap<Optativ<JegHam
qimaqqullugu	qimap-QQU<Ledsagemåde<ham
qimariarlarali	qimap-RIAR<Optativ<JegHam+LI
qimareerlara	qimap-RIIR<Optativ<JegHam
qimassimammangalu	qimap+SIMA<Causativ<HanMig+LU
qimassimatigit	qimap+SIMA<Imperativ<ViDem
qimassimaviuk	qimap+SIMA<Interrogativ<DuHam
qimassimasarmangaana	qimap+SIMA=TAR<Causativ<HanMig+UNA
qimassimasarakku	qimap+SIMA=TAR<Causativ<JegHam
qimassimasarpara	qimap+SIMA=TAR<Indikativ<JegHam
qimassimasarpagullu	qimap+SIMA=TAR<Indikativ<ViDem+LU
qimassimasarlugillu	qimap+SIMA=TAR<Ledsagemåde<dem+LU
qimassinnaatiginuna	qimap+SINNAA<Imperativ<ViDem+UNA
qimassinnaalarali	qimap+SINNAA<Optativ<JegHam+LI
qimassagaluarpaanga	qimap-SSA=GALUAR<Indikativ<HanMig
qimattaraluarmanga	qimap+TAR=GALUAR<Causativ<HanMig
qimattaraluarpara	qimap+TAR=GALUAR<Indikativ<JegHam
qimattaraluarluginuna	qimap+TAR=GALUAR<Ledsagemåde<dem+UNA
qimattaraluarlugu	qimap+TAR=GALUAR<Ledsagemåde<ham
qimattartigit	qimap+TAR<Imperativ<ViDem
qimattartigillu	qimap+TAR<Imperativ<ViDem+LU
qimattarlugu	qimap+TAR<Ledsagemåde<ham
qimappallaarakku	qimap+VALLAAR<Causativ<JegHam
qimappallaanngilai	qimap+VALLAAR=NNGIT<Indikativ<HanDem
qimappallaanngilagununa	qimap+VALLAAR=NNGIT<Indikativ<ViDem+UNA
qimappallaannginagilli	qimap+VALLAAR=NNGIT<Ledsagemåde<dem+LI
