TA+una+Gram/Dem+Pron+Abs+Sg	taanna
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Tasiilarmioqassanngilaq
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Tasiilarmioqassanngilarli
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Tasiilarmioqassanngilarlu
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg	Tasiilarmioqassaaq
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI	Tasiilarmioqassaarli
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU	Tasiilarmioqassaarlu
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg	Tasiilarmioqanngilaq
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI	Tasiilarmioqanngilarli
Tasiilaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU	Tasiilarmioqanngilarlu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	Tasiilarmioorusussavilli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	Tasiilarmioorusussavillu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	Tasiilarmioorusussavit
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Tasiilarmioorusussanngilaq
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Tasiilarmioorusussanngilarli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Tasiilarmioorusussanngilarlu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Tasiilarmioorusussanngilanga
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	Tasiilarmioorusussanngilangali
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	Tasiilarmioorusussanngilangalu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	Tasiilarmioorusussanngilatilli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	Tasiilarmioorusussanngilatillu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Tasiilarmioorusussanngilatit
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Tasiilarmioorusussaaq
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Tasiilarmioorusussaarli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Tasiilarmioorusussaarlu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Tasiilarmioorusussaanga
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	Tasiilarmioorusussaangali
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	Tasiilarmioorusussaangalu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	Tasiilarmioorusuppilli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	Tasiilarmioorusuppillu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	Tasiilarmioorusuppit
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Tasiilarmioorusuppoq
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Tasiilarmioorusupporli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Tasiilarmioorusupporlu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	Tasiilarmioorusuppunga
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	Tasiilarmioorusuppungali
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	Tasiilarmioorusuppungalu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Tasiilarmioorusunngilaq
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Tasiilarmioorusunngilarli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Tasiilarmioorusunngilarlu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	Tasiilarmioorusunngilanga
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	Tasiilarmioorusunngilangali
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	Tasiilarmioorusunngilangalu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	Tasiilarmioorusunngilatilli
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	Tasiilarmioorusunngilatillu
Tasiilaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	Tasiilarmioorusunngilatit
Tasiilaq+Sem/Geo+Prop+Abs+Sg+LI	Tasiilarli
Tasiilaq+Sem/Geo+Prop+Abs+Sg+LU	Tasiilarlu
Tasiilaq+Sem/Geo+Prop+Abs+Sg	Tasiilaq
Tasiilaq+Sem/Geo+Prop+Ins+Sg	Tasiilamik
Tasiilaq+Sem/Geo+Prop+Ins+Sg+LI	Tasiilamilli
Tasiilaq+Sem/Geo+Prop+Ins+Sg+LU	Tasiilamillu
Tasiilaq+Sem/Geo+Prop+Abl+Sg+LI	Tasiilamilli
Tasiilaq+Sem/Geo+Prop+Abl+Sg+LU	Tasiilamillu
Tasiilaq+Sem/Geo+Prop+Abl+Sg	Tasiilamit
Tasiilaq+Sem/Geo+Prop+Lok+Sg	Tasiilami
Tasiilaq+Sem/Geo+Prop+Lok+Sg+LI	Tasiilamili
Tasiilaq+Sem/Geo+Prop+Lok+Sg+LU	Tasiilamilu
Tasiilaq+Sem/Geo+Prop+Trm+Sg+LI	Tasiilamulli
Tasiilaq+Sem/Geo+Prop+Trm+Sg+LU	Tasiilamullu
Tasiilaq+Sem/Geo+Prop+Trm+Sg	Tasiilamut
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg	Tasiilaavoq
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LI	Tasiilaavorli
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LU	Tasiilaavorlu
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Tasiilaanngilaq
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Tasiilaanngilarli
Tasiilaq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Tasiilaanngilarlu
Sisimiut+Sem/Geo+Prop+Abs+Pl+LI	Sisimiulli
Sisimiut+Sem/Geo+Prop+Abs+Pl+LU	Sisimiullu
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg	Sisimiuuvoq
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LI	Sisimiuuvorli
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LU	Sisimiuuvorlu
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Sisimiuunngilaq
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Sisimiuunngilarli
Sisimiut+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Sisimiuunngilarlu
Sisimiut+Sem/Geo+Prop+Ins+Pl	Sisimiunik
Sisimiut+Sem/Geo+Prop+Ins+Pl+LI	Sisimiunilli
Sisimiut+Sem/Geo+Prop+Ins+Pl+LU	Sisimiunillu
Sisimiut+Sem/Geo+Prop+Abl+Pl+LI	Sisimiunilli
Sisimiut+Sem/Geo+Prop+Abl+Pl+LU	Sisimiunillu
Sisimiut+Sem/Geo+Prop+Abl+Pl	Sisimiunit
Sisimiut+Sem/Geo+Prop+Lok+Pl	Sisimiuni
Sisimiut+Sem/Geo+Prop+Lok+Pl+LI	Sisimiunili
Sisimiut+Sem/Geo+Prop+Lok+Pl+LU	Sisimiunilu
Sisimiut+Sem/Geo+Prop+Trm+Pl+LI	Sisimiunulli
Sisimiut+Sem/Geo+Prop+Trm+Pl+LU	Sisimiunullu
Sisimiut+Sem/Geo+Prop+Trm+Pl	Sisimiunut
Sisimiut+Sem/Geo+Prop+Abs+Pl	Sisimiut
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg	Sisimiormiuuvunga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LI	Sisimiormiuuvungali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LU	Sisimiormiuuvungalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg	Sisimiormiuuvoq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LI	Sisimiormiuuvorli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LU	Sisimiormiuuvorlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI	Sisimiormiuussavilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU	Sisimiormiuussavillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg	Sisimiormiuussavit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Sisimiormiuussanngilaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Sisimiormiuussanngilarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Sisimiormiuussanngilarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg	Sisimiormiuussanngilanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	Sisimiormiuussanngilangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	Sisimiormiuussanngilangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	Sisimiormiuussanngilatilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	Sisimiormiuussanngilatillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg	Sisimiormiuussanngilatit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	Sisimiormiuussaaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	Sisimiormiuussaarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	Sisimiormiuussaarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg	Sisimiormiuussaanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI	Sisimiormiuussaangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU	Sisimiormiuussaangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LI	Sisimiormiuuilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LU	Sisimiormiuuillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg	Sisimiormiuuit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Sisimiormiuunngilaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Sisimiormiuunngilarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Sisimiormiuunngilarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg	Sisimiormiuunngilanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI	Sisimiormiuunngilangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU	Sisimiormiuunngilangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI	Sisimiormiuunngilatilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU	Sisimiormiuunngilatillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg	Sisimiormiuunngilatit
Sisimiut+Sem/Geo+Prop+MIU+N+Ins+Sg	Sisimiormiumik
Sisimiut+Sem/Geo+Prop+MIU+N+Ins+Sg+LI	Sisimiormiumilli
Sisimiut+Sem/Geo+Prop+MIU+N+Ins+Sg+LU	Sisimiormiumillu
Sisimiut+Sem/Geo+Prop+MIU+N+Abl+Sg+LI	Sisimiormiumilli
Sisimiut+Sem/Geo+Prop+MIU+N+Abl+Sg+LU	Sisimiormiumillu
Sisimiut+Sem/Geo+Prop+MIU+N+Abl+Sg	Sisimiormiumit
Sisimiut+Sem/Geo+Prop+MIU+N+Lok+Sg	Sisimiormiumi
Sisimiut+Sem/Geo+Prop+MIU+N+Lok+Sg+LI	Sisimiormiumili
Sisimiut+Sem/Geo+Prop+MIU+N+Lok+Sg+LU	Sisimiormiumilu
Sisimiut+Sem/Geo+Prop+MIU+N+Trm+Sg+LI	Sisimiormiumulli
Sisimiut+Sem/Geo+Prop+MIU+N+Trm+Sg+LU	Sisimiormiumullu
Sisimiut+Sem/Geo+Prop+MIU+N+Trm+Sg	Sisimiormiumut
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss	Sisimiormiuga
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss+LI	Sisimiormiugali
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss+LU	Sisimiormiugalu
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg	Sisimiormiu
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg+LI	Sisimiormiuli
Sisimiut+Sem/Geo+Prop+MIU+N+Abs+Sg+LU	Sisimiormiulu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg	Sisimiormioqarpoq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LI	Sisimiormioqarporli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LU	Sisimiormioqarporlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Sisimiormioqarusussanngilaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Sisimiormioqarusussanngilarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Sisimiormioqarusussanngilarlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Sisimiormioqarusussaaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Sisimiormioqarusussaarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Sisimiormioqarusussaarlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Sisimiormioqarusuppoq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Sisimiormioqarusupporli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Sisimiormioqarusupporlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Sisimiormioqarusunngilaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Sisimiormioqarusunngilarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Sisimiormioqarusunngilarlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Sisimiormioqassanngilaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Sisimiormioqassanngilarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Sisimiormioqassanngilarlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg	Sisimiormioqassaaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI	Sisimiormioqassaarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU	Sisimiormioqassaarlu
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg	Sisimiormioqanngilaq
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI	Sisimiormioqanngilarli
Sisimiut+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU	Sisimiormioqanngilarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	Sisimiormioorusussavilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	Sisimiormioorusussavillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	Sisimiormioorusussavit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Sisimiormioorusussanngilaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Sisimiormioorusussanngilarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Sisimiormioorusussanngilarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Sisimiormioorusussanngilanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	Sisimiormioorusussanngilangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	Sisimiormioorusussanngilangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	Sisimiormioorusussanngilatilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	Sisimiormioorusussanngilatillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Sisimiormioorusussanngilatit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Sisimiormioorusussaaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Sisimiormioorusussaarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Sisimiormioorusussaarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Sisimiormioorusussaanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	Sisimiormioorusussaangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	Sisimiormioorusussaangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	Sisimiormioorusuppilli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	Sisimiormioorusuppillu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	Sisimiormioorusuppit
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Sisimiormioorusuppoq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Sisimiormioorusupporli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Sisimiormioorusupporlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	Sisimiormioorusuppunga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	Sisimiormioorusuppungali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	Sisimiormioorusuppungalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Sisimiormioorusunngilaq
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Sisimiormioorusunngilarli
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Sisimiormioorusunngilarlu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	Sisimiormioorusunngilanga
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	Sisimiormioorusunngilangali
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	Sisimiormioorusunngilangalu
Sisimiut+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	Sisimiormioorusunngilatilli
